TYPE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,Geocoded_Location
Request for Pothole Repair,PWDx,INTERSECTION of Saint Rose St & ARBORWAY SERVICE Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,,INTERSECTION Saint Rose St & ARBORWAY SERVICE Rd,,42.38653,-71.00467,Citizens Connect App,"(42.38653, -71.00467)"
Request for Pothole Repair,PWDx,INTERSECTION of Arborway & South St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Arborway & South St,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PWDx,8 Asticou Rd  Roslindale  MA  02131,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,R2,8 Asticou Rd,02131,42.30015,-71.11503,Citizens Connect App,"(42.30015, -71.11503)"
Request for Pothole Repair,PWDx,INTERSECTION of Eliot St & Jamaicaway  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Eliot St & Jamaicaway,,42.2878,-71.08895,Citizens Connect App,"(42.2878, -71.08895)"
Request for Pothole Repair,PWDx,INTERSECTION of Barbara St & S Huntington Ave  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Barbara St & S Huntington Ave,,42.28406,-71.05641,Citizens Connect App,"(42.28406, -71.05641)"
Request for Pothole Repair,PWDx,INTERSECTION of Sunset Ave & Wenham St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,10,Ward 19,1907,,INTERSECTION Sunset Ave & Wenham St,,42.378772,-71.064742,Citizens Connect App,"(42.378772, -71.064742)"
Request for Pothole Repair,INFO,364 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R1,364 Arborway,02130,42.30328,-71.11717,Citizens Connect App,"(42.30328, -71.11717)"
Request for Pothole Repair,PWDx,23 Union Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,R3,23 Union Ave,02130,42.30917,-71.10656,Citizens Connect App,"(42.30917, -71.10656)"
Request for Pothole Repair,PWDx,4 Glenvale Ter  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,R2,4 Glenvale Ter,02130,42.31535,-71.10655,Citizens Connect App,"(42.31535, -71.10655)"
Request for Pothole Repair,INFO,111 Perkins St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,,111 Perkins St,02130,42.322521,-71.116099,Citizens Connect App,"(42.322521, -71.116099)"
Request for Pothole Repair,INFO,INTERSECTION of Arborway & Dunning Way  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Arborway & Dunning Way,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PWDx,25 Burr St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,CM,25 Burr St,02130,42.31667,-71.10947,Citizens Connect App,"(42.31667, -71.10947)"
Request for Pothole Repair,PWDx,329 Perkins St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,R1,329 Perkins St,02130,42.31964,-71.12448,Citizens Connect App,"(42.31964, -71.12448)"
Request for Pothole Repair,PWDx,88 Seaverns Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,R1,88 Seaverns Ave,02130,42.31101,-71.10953,Citizens Connect App,"(42.31101, -71.10953)"
Request for Pothole Repair,PWDx,9 Eliot St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1908,CM,9 Eliot St,02130,42.31051,-71.11608,Citizens Connect App,"(42.31051, -71.11608)"
Request for Pothole Repair,PWDx,INTERSECTION of Mossbank Fwy & Louder's Ln  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Mossbank Fwy & Louder's Ln,,42.3541,-71.05228,Citizens Connect App,"(42.3541, -71.05228)"
Request for Pothole Repair,INFO,INTERSECTION of Washington St & Monsignor William J Casey Hwy  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Washington St & Monsignor William J Casey Hwy,,42.363289,-71.050254,Citizens Connect App,"(42.363289, -71.050254)"
Request for Pothole Repair,PWDx,445 Arborway   Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,11,1108,E,445 Arborway,02130,42.300919,-71.110167,Citizens Connect App,"(42.300919, -71.110167)"
Request for Pothole Repair,PWDx,572 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1905,R2,572 Centre St,02130,42.31579,-71.11376,Citizens Connect App,"(42.31579, -71.11376)"
Request for Pothole Repair,PWDx,40 Cornwall St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,11,1106,,40 Cornwall St,02130,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,125 Lamartine St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R1,125 Lamartine St,02130,42.31917,-71.10363,Citizens Connect App,"(42.31917, -71.10363)"
Request for Pothole Repair,PWDx,INTERSECTION of Gartland St & Shurland St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,,INTERSECTION Gartland St & Shurland St,,42.38855,-71.00934,Citizens Connect App,"(42.38855, -71.00934)"
Request for Pothole Repair,PWDx,24 Evergreen St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1009,CM,24 Evergreen St,02130,42.323969,-71.110295,Citizens Connect App,"(42.323969, -71.110295)"
Request for Pothole Repair,PWDx,61 Pond St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1905,R1,61 Pond St,02130,42.31579,-71.11658,Citizens Connect App,"(42.31579, -71.11658)"
Request for Pothole Repair,PWDx,INTERSECTION of Arborway & Washington St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Arborway & Washington St,,42.271392,-71.068853,Citizens Connect App,"(42.271392, -71.068853)"
Request for Pothole Repair,PWDx,INTERSECTION of Jamaicaway & Perkins St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Jamaicaway & Perkins St,,42.31188,-71.05615,Citizens Connect App,"(42.31188, -71.05615)"
Request for Pothole Repair,PWDx,40 Evergreen St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1009,R2,40 Evergreen St,02130,42.32415,-71.11103,Citizens Connect App,"(42.32415, -71.11103)"
Request for Pothole Repair,INFO,270 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,R2,270 Arborway,02130,42.30455,-71.11916,Citizens Connect App,"(42.30455, -71.11916)"
Request for Pothole Repair,PWDx,111 Sheridan St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,CM,111 Sheridan St,02130,42.31907,-71.10615,Citizens Connect App,"(42.31907, -71.10615)"
Request for Pothole Repair,PWDx,255 South St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1902,,255 South St,02130,42.3594,-71.0587,Citizens Connect App,"(42.3594, -71.0587)"
Request for Pothole Repair,PWDx,55 Jamaica St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,R1,55 Jamaica St,02130,42.30579,-71.11877,Citizens Connect App,"(42.30579, -71.11877)"
Request for Pothole Repair,PWDx,43-55 Evergreen St  Jamaica Plain  MA  02130,9,10A,8,E13,Jamaica Plain,11,Ward 10,1008,E,43-55 Evergreen St,02130,42.324649,-71.111199,Citizens Connect App,"(42.324649, -71.111199)"
Request for Pothole Repair,INFO,INTERSECTION of Saint Rose St & ARBORWAY SERVICE Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,,INTERSECTION Saint Rose St & ARBORWAY SERVICE Rd,,42.38653,-71.00467,Citizens Connect App,"(42.38653, -71.00467)"
Request for Pothole Repair,PWDx,34 Chestnut Sq  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,R2,34 Chestnut Sq,02130,42.31487,-71.1069,Citizens Connect App,"(42.31487, -71.1069)"
Request for Pothole Repair,INFO,185 South St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,R4,185 South St,02130,42.30354,-71.11493,Citizens Connect App,"(42.30354, -71.11493)"
Request for Pothole Repair,PWDx,24 Egleston St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1104,R2,24 Egleston St,02130,42.31426,-71.10065,Citizens Connect App,"(42.31426, -71.10065)"
Request for Pothole Repair,PWDx,248 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,CM,248 Arborway,02130,42.30523,-71.11941,Citizens Connect App,"(42.30523, -71.11941)"
Request for Pothole Repair,PWDx,3831 Washington St  Roslindale  MA  02131,12,02,6,E5,Jamaica Plain,10,Ward 19,1907,CL,3831 Washington St,02131,42.297467,-71.116941,Citizens Connect App,"(42.297467, -71.116941)"
Request for Pothole Repair,PWDx,INTERSECTION of Rossmore Rd & Stedman St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Rossmore Rd & Stedman St,,42.30812,-71.1176,Citizens Connect App,"(42.30812, -71.1176)"
Request for Pothole Repair,PWDx,INTERSECTION of Forest Hills St & Glen Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,,INTERSECTION Forest Hills St & Glen Rd,,42.35227,-71.13646,Citizens Connect App,"(42.35227, -71.13646)"
Request for Pothole Repair,PWDx,INTERSECTION of Barbara St & S Huntington Ave  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Barbara St & S Huntington Ave,,42.28406,-71.05641,Citizens Connect App,"(42.28406, -71.05641)"
Request for Pothole Repair,BWSC,26 Boylston St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,R3,26 Boylston St,02130,42.31847,-71.10928,Citizens Connect App,"(42.31847, -71.10928)"
Request for Pothole Repair,PWDx,380 South St  Roslindale  MA  02131,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,R1,380 South St,02131,42.29985,-71.11901,Citizens Connect App,"(42.29985, -71.11901)"
Request for Pothole Repair,INFO,29 Chestnut Ave  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1007,R3,29 Chestnut Ave,02130,42.32134,-71.10277,Citizens Connect App,"(42.32134, -71.10277)"
Request for Pothole Repair,PWDx,INTERSECTION of Belmore Ter & Boylston St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Belmore Ter & Boylston St,,42.275569,-71.102261,Citizens Connect App,"(42.275569, -71.102261)"
Request for Pothole Repair,PWDx,INTERSECTION of Weld Hill St & Wachusett St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Weld Hill St & Wachusett St,,42.3541,-71.05228,Citizens Connect App,"(42.3541, -71.05228)"
Request for Pothole Repair,PWDx,170 Morton St  Jamaica Plain  MA  02130,9,02,7,B2,Jamaica Plain,13,12,1207,E,170 Morton St,02130,42.299506,-71.101844,Citizens Connect App,"(42.299506, -71.101844)"
Request for Pothole Repair,PWDx,INTERSECTION of Hyde Park Ave & Patten St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,10,Ward 19,1907,,INTERSECTION Hyde Park Ave & Patten St,,42.38115,-71.06934,Citizens Connect App,"(42.38115, -71.06934)"
Request for Pothole Repair,PWDx,1011R Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,R2,1011R Centre St,02130,42.306172,-71.124721,Citizens Connect App,"(42.306172, -71.124721)"
Request for Pothole Repair,PWDx,8 Westerly St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1009,R2,8 Westerly St,02130,42.32324,-71.10687,Citizens Connect App,"(42.32324, -71.10687)"
Request for Pothole Repair,PWDx,INTERSECTION of Jamaica St & South St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,,INTERSECTION Jamaica St & South St,,42.31208,-71.05653,Citizens Connect App,"(42.31208, -71.05653)"
Request for Pothole Repair,PWDx,41 Morton St  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,CD,41 Morton St,02130,42.30066,-71.11066,Citizens Connect App,"(42.30066, -71.11066)"
Request for Pothole Repair,PWDx,75 Peter Parley Rd  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,R2,75 Peter Parley Rd,02130,42.31004,-71.09885,Citizens Connect App,"(42.31004, -71.09885)"
Request for Pothole Repair,PWDx,61 Rockwood St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,E,61 Rockwood St,02130,42.31362,-71.12749,Citizens Connect App,"(42.31362, -71.12749)"
Request for Pothole Repair,PWDx,INTERSECTION of Bussey St & South St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Bussey St & South St,,42.330475,-71.098838,Citizens Connect App,"(42.330475, -71.098838)"
Request for Pothole Repair,PWDx,205 Wachusett St  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,10,Ward 19,1907,R1,205 Wachusett St,02130,42.29259,-71.11696,Citizens Connect App,"(42.29259, -71.11696)"
Request for Pothole Repair,PWDx,INTERSECTION of Beaufort Rd & Centre St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1905,,INTERSECTION Beaufort Rd & Centre St,,42.317583,-71.110103,Citizens Connect App,"(42.317583, -71.110103)"
Request for Pothole Repair,PWDx,54 Carolina Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,CM,54 Carolina Ave,02130,42.30799,-71.11322,Citizens Connect App,"(42.30799, -71.11322)"
Request for Pothole Repair,PWDx,18 Kingsboro Park  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,R2,18 Kingsboro Park,02130,42.31812,-71.11115,Citizens Connect App,"(42.31812, -71.11115)"
Request for Pothole Repair,PWDx,INTERSECTION of Hall St & South St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,,INTERSECTION Hall St & South St,,42.2869,-71.08956,Citizens Connect App,"(42.2869, -71.08956)"
Request for Pothole Repair,PWDx,5 Spring Park Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,CM,5 Spring Park Ave,02130,42.317541,-71.112457,Citizens Connect App,"(42.317541, -71.112457)"
Request for Pothole Repair,PWDx,250 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,CM,250 Arborway,02130,42.30511,-71.11942,Citizens Connect App,"(42.30511, -71.11942)"
Request for Pothole Repair,PWDx,INTERSECTION of Washington St & Hyde Park Ave  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Washington St & Hyde Park Ave,,42.363289,-71.050254,Citizens Connect App,"(42.363289, -71.050254)"
Request for Pothole Repair,PWDx,41 Morton St  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,CM,41 Morton St,02130,42.300308,-71.110378,Citizens Connect App,"(42.300308, -71.110378)"
Request for Pothole Repair,PWDx,461-495 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,CM,461-495 Arborway,02130,42.301024,-71.109063,Citizens Connect App,"(42.301024, -71.109063)"
Request for Pothole Repair,PWDx,172-178 Green St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1106,CM,172-178 Green St,02130,42.310149,-71.10583,Citizens Connect App,"(42.310149, -71.10583)"
Request for Pothole Repair,PWDx,45 Lochdale Rd  Roslindale  MA  02131,12,02,6,E5,Jamaica Plain,10,Ward 19,1907,I,45 Lochdale Rd,02131,42.295286,-71.120234,Citizens Connect App,"(42.295286, -71.120234)"
Request for Pothole Repair,PWDx,INTERSECTION of Morton St & Catenaccia Way  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,,INTERSECTION Morton St & Catenaccia Way,,42.340552,-71.054423,Citizens Connect App,"(42.340552, -71.054423)"
Request for Pothole Repair,PWDx,1589 Columbus Ave  Roxbury  MA  02119,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,I,1589 Columbus Ave,02119,42.321585,-71.098716,Citizens Connect App,"(42.321585, -71.098716)"
Request for Pothole Repair,INFO,202 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,R3,202 Arborway,02130,42.30664,-71.11887,Citizens Connect App,"(42.30664, -71.11887)"
Request for Pothole Repair,INFO,INTERSECTION of Enfield St & Robinwood Ave  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1905,,INTERSECTION Enfield St & Robinwood Ave,,42.324588,-71.108773,Citizens Connect App,"(42.324588, -71.108773)"
Request for Pothole Repair,PWDx,720-726 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,C,720-726 Centre St,02130,42.31105,-71.11436,Citizens Connect App,"(42.31105, -71.11436)"
Request for Pothole Repair,PWDx,INTERSECTION of Amory St & Columbus Ave  Roxbury  MA,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,,INTERSECTION Amory St & Columbus Ave,,42.27361,-71.06319,Citizens Connect App,"(42.27361, -71.06319)"
Request for Pothole Repair,PWDx,104 Child St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1109,R1,104 Child St,02130,42.3072,-71.11142,Citizens Connect App,"(42.3072, -71.11142)"
Request for Pothole Repair,PWDx,INTERSECTION of Jamaicaway & Perkins St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Jamaicaway & Perkins St,,42.31188,-71.05615,Citizens Connect App,"(42.31188, -71.05615)"
Request for Pothole Repair,PWDx,INTERSECTION of Jamaicaway & Perkins St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Jamaicaway & Perkins St,,42.31188,-71.05615,Citizens Connect App,"(42.31188, -71.05615)"
Request for Pothole Repair,INFO,101 Moraine St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,CM,101 Moraine St,02130,42.32034,-71.116452,Citizens Connect App,"(42.32034, -71.116452)"
Request for Pothole Repair,PWDx,INTERSECTION of Bussey St & South St  Jamaica Plain  MA,12,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Bussey St & South St,,42.330475,-71.098838,Citizens Connect App,"(42.330475, -71.098838)"
Request for Pothole Repair,PWDx,84 Tower St  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,R2,84 Tower St,02130,42.29823,-71.11026,Citizens Connect App,"(42.29823, -71.11026)"
Request for Pothole Repair,PWDx,4 Boylston Pl  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1104,R3,4 Boylston Pl,02130,42.31635,-71.1025,Citizens Connect App,"(42.31635, -71.1025)"
Request for Pothole Repair,BWSC,3716-3724 Washington St  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,11,1108,C,3716-3724 Washington St,02130,42.29993,-71.11329,Citizens Connect App,"(42.29993, -71.11329)"
Request for Pothole Repair,PWDx,271 South St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,E,271 South St,02130,42.301425,-71.116287,Citizens Connect App,"(42.301425, -71.116287)"
Request for Pothole Repair,PWDx,33 Goldsmith St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1909,R3,33 Goldsmith St,02130,42.30768,-71.11879,Citizens Connect App,"(42.30768, -71.11879)"
Request for Pothole Repair,PWDx,INTERSECTION of Jamaicaway & Moraine St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,,INTERSECTION Jamaicaway & Moraine St,,42.31198,-71.05654,Citizens Connect App,"(42.31198, -71.05654)"
Request for Pothole Repair,INFO,INTERSECTION of Hampstead Rd & ARBORWAY SERVICE Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,,INTERSECTION Hampstead Rd & ARBORWAY SERVICE Rd,,42.29132,-71.07369,Citizens Connect App,"(42.29132, -71.07369)"
Request for Pothole Repair,PWDx,51-57 Eliot St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1908,CM,51-57 Eliot St,02130,42.3132,-71.11879,Citizens Connect App,"(42.3132, -71.11879)"
Request for Pothole Repair,INFO,231 South St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1110,E,231 South St,02130,42.302294,-71.114674,Citizens Connect App,"(42.302294, -71.114674)"
Request for Pothole Repair,INFO,INTERSECTION of Saint Joseph St & ARBORWAY SERVICE Rd  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1902,,INTERSECTION Saint Joseph St & ARBORWAY SERVICE Rd,,42.38542,-71.00036,Citizens Connect App,"(42.38542, -71.00036)"
Request for Pothole Repair,PWDx,35 Brookley Rd  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1108,I,35 Brookley Rd,02130,42.3039,-71.10784,Citizens Connect App,"(42.3039, -71.10784)"
Request for Pothole Repair,PWDx,14 Boylston St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1901,CM,14 Boylston St,02130,42.319131,-71.110678,Citizens Connect App,"(42.319131, -71.110678)"
Request for Pothole Repair,PWDx,3346 Washington St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,11,1107,C,3346 Washington St,02130,42.30945,-71.10423,Citizens Connect App,"(42.30945, -71.10423)"
Request for Pothole Repair,PWDx,115-141 Jamaicaway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,RC,115-141 Jamaicaway,02130,42.321843,-71.116367,Citizens Connect App,"(42.321843, -71.116367)"
Request for Pothole Repair,PWDx,INTERSECTION of Forest Hills St & Robeson St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,,INTERSECTION Forest Hills St & Robeson St,,42.352376,-71.137033,Citizens Connect App,"(42.352376, -71.137033)"
Request for Pothole Repair,PWDx,3162-3182 Washington St  Jamaica Plain  MA  02130,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,CL,3162-3182 Washington St,02130,42.31334,-71.10049,Citizens Connect App,"(42.31334, -71.10049)"
Request for Pothole Repair,BWSC,INTERSECTION of Boylston St & Chilcott Pl  Jamaica Plain  MA,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,,INTERSECTION Boylston St & Chilcott Pl,,42.25009,-71.11891,Citizens Connect App,"(42.25009, -71.11891)"
Request for Pothole Repair,PWDx,INTERSECTION of Gordon St & Woolsey Sq  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,,INTERSECTION Gordon St & Woolsey Sq,,42.28679,-71.05955,Citizens Connect App,"(42.28679, -71.05955)"
Request for Pothole Repair,PWDx,INTERSECTION of Dixwell St & School St  Jamaica Plain  MA,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,,INTERSECTION Dixwell St & School St,,42.34576,-71.07303,Citizens Connect App,"(42.34576, -71.07303)"
Request for Pothole Repair,PWDx,43 Union Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1107,CM,43 Union Ave,02130,42.308809,-71.107122,Citizens Connect App,"(42.308809, -71.107122)"
Request for Pothole Repair,PWDx,3142 Washington St  Jamaica Plain  MA  02130,9,02,7,E13,Jamaica Plain,11,Ward 11,1105,RC,3142 Washington St,02130,42.31395,-71.09987,Citizens Connect App,"(42.31395, -71.09987)"
Request for Pothole Repair,PWDx,17 Alveston St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1906,R2,17 Alveston St,02130,42.31068,-71.11252,Citizens Connect App,"(42.31068, -71.11252)"
Request for Pothole Repair,PWDx,44 Parkton Rd  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,R3,44 Parkton Rd,02130,42.32263,-71.11453,Citizens Connect App,"(42.32263, -71.11453)"
Request for Pothole Repair,PWDx,INTERSECTION of Bismarck St & Boylston St  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 11,1104,,INTERSECTION Bismarck St & Boylston St,,42.2878,-71.06633,Citizens Connect App,"(42.2878, -71.06633)"
Request for Pothole Repair,BWSC,128 Day St  Jamaica Plain  MA  02130,9,10A,6,E13,Jamaica Plain,11,Ward 10,1009,R3,128 Day St,02130,42.32263,-71.10964,Citizens Connect App,"(42.32263, -71.10964)"
Request for Pothole Repair,INFO,22 Arborway  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1909,R1,22 Arborway,02130,42.31197,-71.122,Citizens Connect App,"(42.31197, -71.122)"
Request for Pothole Repair,PWDx,INTERSECTION of Centre St & Chestnut Ave  Jamaica Plain  MA,9,10A,6,E13,Jamaica Plain,11,Ward 10,1007,,INTERSECTION Centre St & Chestnut Ave,,42.379954,-71.063992,Citizens Connect App,"(42.379954, -71.063992)"
Request for Pothole Repair,INFO,INTERSECTION of Lamartine St & Lawndale Ter  Jamaica Plain  MA,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,,INTERSECTION Lamartine St & Lawndale Ter,,42.25818,-71.12638,Citizens Connect App,"(42.25818, -71.12638)"
Request for Pothole Repair,PWDx,69 Woodlawn St  Jamaica Plain  MA  02130,12,02,6,E13,Jamaica Plain,11,Ward 11,1108,R4,69 Woodlawn St,02130,42.29778,-71.11137,Citizens Connect App,"(42.29778, -71.11137)"
Request for Pothole Repair,PWDx,27 Montebello Rd  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 11,1106,A,27 Montebello Rd,02130,42.3126,-71.10221,Citizens Connect App,"(42.3126, -71.10221)"
Request for Pothole Repair,PWDx,224 Lamartine St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1904,E,224 Lamartine St,02130,42.315739,-71.10543,Citizens Connect App,"(42.315739, -71.10543)"
Request for Pothole Repair,PWDx,428 S Huntington Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1903,C,428 S Huntington Ave,02130,42.320327,-71.111464,Citizens Connect App,"(42.320327, -71.111464)"
Request for Pothole Repair,PWDx,779-779 Centre St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,19,1908,C,779-779 Centre St,02130,42.309982,-71.115568,Citizens Connect App,"(42.309982, -71.115568)"
